trans_id	strand	gene_id	gene_name	gene_biotype	gene_start	gene_stop	trans_start	trans_start	CDS_length	5UTR_length	3UTR_length	transcript_length
ENST00000598742	+	ENSG00000105372	RPS19	protein_coding	41859918	41872926	373	810	438	372	1549	2359
ENST00000610726	-	ENSG00000009307	CSDE1	protein_coding	114716914	114758050	523	3057	2535	522	1255	4312
ENST00000366794	-	ENSG00000143799	PARP1	protein_coding	226360691	226408073	145	3189	3045	144	769	3958
ENST00000482108	+	ENSG00000242265	PEG10	protein_coding	94656325	94669695	480	1457	978	479	5161	6618
ENST00000234590	-	ENSG00000074800	ENO1	protein_coding	8861002	8878690	121	1425	1305	120	358	1783
ENST00000535149	+	ENSG00000147140	NONO	protein_coding	71283192	71301166	644	1792	1149	643	1090	2882
ENST00000278412	-	ENSG00000149136	SSRP1	protein_coding	57325985	57335877	268	2397	2130	267	422	2819
ENST00000422154	-	ENSG00000123562	MORF4L2	protein_coding	103675500	103686818	456	1322	867	455	661	1983
ENST00000366955	+	ENSG00000117724	CENPF	protein_coding	214603195	214664588	169	9513	9345	168	794	10307
ENST00000618539	+	ENSG00000079459	FDFT1	protein_coding	11795573	11839304	712	1965	1254	711	695	2660
ENST00000253024	+	ENSG00000130726	TRIM28	protein_coding	58544469	58550716	290	2797	2508	289	163	2960
ENST00000328046	-	ENSG00000174010	KLHL15	protein_coding	23983720	24027186	257	2071	1815	256	4201	6272
ENST00000453386	-	ENSG00000136527	TRA2B	protein_coding	185915906	185938136	277	1143	867	276	1809	2952
ENST00000481195	-	ENSG00000113575	PPP2CA	protein_coding	134194334	134226142	282	1211	930	281	3438	4649
ENST00000396076	-	ENSG00000111716	LDHB	protein_coding	21635342	21657794	334	1338	1005	333	200	1538
ENST00000320027	-	ENSG00000120694	HSPH1	protein_coding	31135049	31161927	346	2922	2577	345	2269	5191
ENST00000556029	+	ENSG00000120802	TMPO	protein_coding	98515512	98550379	357	1721	1365	356	2521	4242
ENST00000448257	+	ENSG00000170312	CDK1	protein_coding	60778493	60794828	202	1095	894	201	853	1948
ENST00000296543	+	ENSG00000164134	NAA15	protein_coding	139301455	139391382	324	2924	2601	323	3298	6222
ENST00000610897	-	ENSG00000078369	GNB1	protein_coding	1785285	1891117	345	1367	1023	344	1778	3145
ENST00000370206	-	ENSG00000117519	CNN3	protein_coding	94896951	94927278	385	1374	990	384	791	2165
ENST00000314888	-	ENSG00000137076	TLN1	protein_coding	35696948	35732395	355	7980	7626	354	843	8823
ENST00000396389	+	ENSG00000196230	TUBB	protein_coding	30721667	30725426	594	1874	1281	593	1029	2903
ENST00000302418	-	ENSG00000170759	KIF5B	protein_coding	32009010	32056431	459	3350	2892	458	2527	5877
ENST00000338179	-	ENSG00000143815	LBR	protein_coding	225401503	225428855	165	2012	1848	164	1800	3812
ENST00000234111	-	ENSG00000115758	ODC1	protein_coding	10439968	10448504	512	1897	1386	511	756	2653
ENST00000372857	-	ENSG00000090621	PABPC4	protein_coding	39560816	39576744	794	2728	1935	793	320	3048
ENST00000368865	+	ENSG00000154473	BUB3	protein_coding	123154277	123170467	210	1196	987	209	6632	7828
ENST00000423828	+	ENSG00000139644	TMBIM6	protein_coding	49741809	49764934	329	1216	888	328	2038	3254
ENST00000318607	-	ENSG00000070756	PABPC1	protein_coding	100702916	100722712	1130	3040	1911	1129	445	3485
ENST00000262776	-	ENSG00000108679	LGALS3BP	protein_coding	78971238	78980109	310	2067	1758	309	338	2405
ENST00000380737	+	ENSG00000221914	PPP2R2A	protein_coding	26291491	26372680	330	1673	1344	329	2267	3940
ENST00000354667	-	ENSG00000122566	HNRNPA2B1	protein_coding	26189927	26200746	170	1231	1062	169	2433	3664
ENST00000283131	+	ENSG00000153147	SMARCA5	protein_coding	143513463	143557486	463	3621	3159	462	4302	7923
ENST00000221448	+	ENSG00000104852	SNRNP70	protein_coding	49085451	49108563	197	1483	1287	196	120	1603
ENST00000241704	-	ENSG00000122218	COPA	protein_coding	160289273	160343400	231	3905	3675	230	884	4789
ENST00000342274	-	ENSG00000183337	BCOR	protein_coding	40051248	40177329	364	5529	5166	363	861	6390
ENST00000530271	+	ENSG00000060237	WNK1	protein_coding	752923	911451	644	9145	8502	643	2659	11804
ENST00000249923	-	ENSG00000129083	COPB1	protein_coding	14457506	14499852	302	3163	2862	301	318	3481
ENST00000455915	-	ENSG00000100401	RANGAP1	protein_coding	41245615	41282514	1471	3234	1764	1470	988	4222
ENST00000308696	+	ENSG00000173692	PSMD1	protein_coding	231056864	231172827	163	3024	2862	162	302	3326
ENST00000392711	+	ENSG00000108946	PRKAR1A	protein_coding	68512379	68533423	208	1353	1146	207	2974	4327
ENST00000372839	+	ENSG00000166913	YWHAB	protein_coding	44885711	44908532	275	1015	741	274	2094	3109
ENST00000357586	-	ENSG00000100280	AP1B1	protein_coding	29327682	29388583	188	3037	2850	187	1139	4176
ENST00000613434	-	ENSG00000136758	YME1L1	protein_coding	27110112	27154420	211	2262	2052	210	1865	4127
ENST00000371222	-	ENSG00000177606	JUN	protein_coding	58780788	58784327	1258	2253	996	1257	1287	3540
ENST00000504154	+	ENSG00000145147	SLIT2	protein_coding	20253564	20620557	253	4842	4590	252	1548	6390
ENST00000262348	-	ENSG00000116729	WLS	protein_coding	68125358	68232553	255	1880	1626	254	868	2748
ENST00000205402	+	ENSG00000091140	DLD	protein_coding	107890970	107921203	282	1811	1530	281	1944	3755
ENST00000538576	-	ENSG00000155380	SLC16A1	protein_coding	112911852	112956063	833	2335	1503	832	2039	4374
ENST00000335007	-	ENSG00000186298	PPP1CC	protein_coding	110719680	110742898	192	1163	972	191	1396	2559
ENST00000258341	+	ENSG00000135862	LAMC1	protein_coding	183023460	183145592	258	5087	4830	257	2802	7889
ENST00000360876	+	ENSG00000106263	EIF3B	protein_coding	2354866	2380743	57	2501	2445	56	554	3055
ENST00000261254	+	ENSG00000118971	CCND2	protein_coding	4273772	4305350	270	1139	870	269	5341	6480
ENST00000373715	+	ENSG00000112081	SRSF3	protein_coding	36594368	36605600	117	611	495	116	3611	4222
ENST00000323699	+	ENSG00000143753	DEGS1	protein_coding	224183171	224193441	167	1138	972	166	963	2101
ENST00000545606	+	ENSG00000111530	CAND1	protein_coding	67269281	67319951	438	4130	3693	437	7121	11251
ENST00000393104	+	ENSG00000150593	PDCD4	protein_coding	110871795	110900005	404	1780	1377	403	1917	3697
ENST00000539281	+	ENSG00000148834	GSTO1	protein_coding	104254194	104267459	357	998	642	356	54	1052
ENST00000360003	-	ENSG00000197771	MCMBP	protein_coding	119829404	119872754	171	2099	1929	170	2070	4169
ENST00000583931	-	ENSG00000143401	ANP32E	protein_coding	150218417	150236156	371	1177	807	370	2274	3451
ENST00000304858	+	ENSG00000170606	HSPA4	protein_coding	133051962	133106449	290	2812	2523	289	2013	4825
ENST00000614328	-	ENSG00000110958	PTGES3	protein_coding	56663343	56688408	447	941	495	446	1136	2077
ENST00000392485	-	ENSG00000161547	SRSF2	protein_coding	76734115	76737333	174	839	666	173	2046	2885
ENST00000617998	+	ENSG00000181222	POLR2A	protein_coding	7484366	7514616	400	6342	5943	399	409	6751
ENST00000378565	+	ENSG00000136156	ITM2B	protein_coding	48233158	48270357	204	1004	801	203	9133	10137
ENST00000321265	+	ENSG00000090273	NUDC	protein_coding	26921726	26946862	124	1119	996	123	681	1800
ENST00000301740	+	ENSG00000167978	SRRM2	protein_coding	2752329	2771412	550	8808	8259	549	545	9353
ENST00000327578	+	ENSG00000078674	PCM1	protein_coding	17922857	18029944	423	6005	5583	422	2282	8287
ENST00000544484	-	ENSG00000111642	CHD4	protein_coding	6570083	6607368	148	5961	5814	147	593	6554
ENST00000409682	+	ENSG00000115233	PSMD14	protein_coding	161308038	161411717	705	1637	933	704	317	1954
ENST00000314940	-	ENSG00000177733	HNRNPA0	protein_coding	137745651	137754376	311	1228	918	310	7498	8726
ENST00000621318	-	ENSG00000166508	MCM7	protein_coding	100092729	100101940	1250	2881	1632	1249	203	3084
ENST00000315579	+	ENSG00000010292	NCAPD2	protein_coding	6493379	6531955	800	5005	4206	799	543	5548
ENST00000397708	-	ENSG00000160294	MCM3AP	protein_coding	46235133	46286297	256	6198	5943	255	135	6333
ENST00000382456	+	ENSG00000161203	AP2M1	protein_coding	184174689	184184091	315	1616	1302	314	475	2091
ENST00000361505	+	ENSG00000198805	PNP	protein_coding	20469379	20477094	147	1016	870	146	493	1509
ENST00000301905	-	ENSG00000168078	PBK	protein_coding	27809620	27838095	465	1433	969	464	685	2118
ENST00000265062	+	ENSG00000075785	RAB7A	protein_coding	128726122	128814796	247	870	624	246	1374	2244
ENST00000541124	+	ENSG00000131467	PSME3	protein_coding	42833142	42843758	491	1186	696	490	2180	3366
ENST00000377390	-	ENSG00000168066	SF1	protein_coding	64764606	64778730	339	2258	1920	338	1212	3470
ENST00000369755	+	ENSG00000065613	SLK	protein_coding	103967201	104029233	546	4253	3708	545	3513	7766
ENST00000354831	-	ENSG00000078618	NRDC	protein_coding	51789191	51878805	191	3850	3660	190	45	3895
ENST00000361464	-	ENSG00000198408	MGEA5	protein_coding	101784443	101818418	397	3147	2751	396	2008	5155
ENST00000296417	-	ENSG00000164032	H2AFZ	protein_coding	99948088	99950388	219	605	387	218	374	979
ENST00000450554	+	ENSG00000063244	U2AF2	protein_coding	55654146	55674715	960	2375	1416	959	647	3022
ENST00000264161	-	ENSG00000115866	DARS	protein_coding	135906677	135985684	217	1722	1506	216	639	2361
ENST00000537253	-	ENSG00000124789	NUP153	protein_coding	17615035	17706834	448	4968	4521	447	1062	6030
ENST00000278823	-	ENSG00000149480	MTA2	protein_coding	62593214	62601840	391	2397	2007	390	661	3058
ENST00000283943	-	ENSG00000153827	TRIP12	protein_coding	229763838	229922009	180	6158	5979	179	3716	9874
ENST00000261366	+	ENSG00000113368	LMNB1	protein_coding	126777148	126837020	362	2122	1761	361	756	2878
ENST00000532489	+	ENSG00000126457	PRMT1	protein_coding	49675897	49688447	507	1484	978	506	202	1686
ENST00000228251	-	ENSG00000060138	YBX3	protein_coding	10699213	10723312	202	1320	1119	201	476	1796
ENST00000260731	+	ENSG00000138160	KIF11	protein_coding	92593286	92655395	91	3261	3171	90	1599	4860
ENST00000340513	+	ENSG00000088325	TPX2	protein_coding	31739271	31801805	529	2880	2352	528	725	3605
ENST00000303210	+	ENSG00000172354	GNB2	protein_coding	100673531	100679174	483	1505	1023	482	373	1878
ENST00000394334	+	ENSG00000134602	STK26	protein_coding	132023265	132075943	254	1504	1251	253	1784	3288
ENST00000265866	+	ENSG00000096746	HNRNPH3	protein_coding	68332075	68343187	166	1206	1041	165	1133	2339
ENST00000262105	+	ENSG00000104738	MCM4	protein_coding	47960936	47978160	210	2801	2592	209	1382	4183
ENST00000452825	-	ENSG00000126012	KDM5C	protein_coding	53191321	53225422	534	4673	4140	533	1423	6096
ENST00000311223	-	ENSG00000135821	GLUL	protein_coding	182381705	182392206	898	2019	1122	897	2700	4719
ENST00000521913	+	ENSG00000092964	DPYSL2	protein_coding	26514022	26658173	305	2338	2034	304	2467	4805
ENST00000269321	-	ENSG00000141522	ARHGDIA	protein_coding	81867721	81871406	137	751	615	136	1155	1906
ENST00000366844	-	ENSG00000154380	ENAH	protein_coding	225486835	225653142	453	2228	1776	452	10940	13168
ENST00000617185	-	ENSG00000141510	TP53	protein_coding	7668402	7687550	203	1228	1026	202	1496	2724
ENST00000371142	-	ENSG00000077147	TM9SF3	protein_coding	96518109	96587052	218	1987	1770	217	4154	6141
ENST00000022615	+	ENSG00000078668	VDAC3	protein_coding	42391903	42405897	69	920	852	68	435	1355
ENST00000225972	-	ENSG00000108829	LRRC59	protein_coding	50381238	50397553	237	1160	924	236	1750	2910
ENST00000286398	+	ENSG00000136824	SMC2	protein_coding	104094260	104141409	305	3898	3594	304	2094	5992
ENST00000240851	+	ENSG00000114354	TFG	protein_coding	100709425	100748966	341	1543	1203	340	435	1978
ENST00000359415	+	ENSG00000095139	ARCN1	protein_coding	118572424	118602928	166	1824	1659	165	2214	4038
ENST00000357903	-	ENSG00000142192	APP	protein_coding	25880550	26170787	168	2423	2256	167	1120	3543
ENST00000296503	-	ENSG00000164104	HMGB2	protein_coding	173331695	173335125	875	1504	630	874	385	1889
ENST00000230056	+	ENSG00000112312	GMNN	protein_coding	24774938	24786099	333	962	630	332	300	1262
ENST00000252699	+	ENSG00000130402	ACTN4	protein_coding	38647670	38731583	77	2812	2736	76	2151	4963
ENST00000381831	-	ENSG00000159131	GART	protein_coding	33503931	33542842	265	3297	3033	264	193	3490
ENST00000539097	+	ENSG00000100644	HIF1A	protein_coding	61697622	61748259	230	2782	2553	229	1174	3956
ENST00000376395	-	ENSG00000135018	UBQLN1	protein_coding	83659963	83708203	525	2294	1770	524	1824	4118
ENST00000526148	-	ENSG00000110321	EIF4G2	protein_coding	10797050	10807973	512	3235	2724	511	766	4001
ENST00000216181	-	ENSG00000100345	MYH9	protein_coding	36281281	36388018	232	6114	5883	231	1387	7501
ENST00000370355	+	ENSG00000099194	SCD	protein_coding	100347124	100364834	382	1461	1080	381	3901	5362
ENST00000289371	+	ENSG00000158417	EIF5B	protein_coding	99337353	99401326	203	3865	3663	202	1912	5777
ENST00000261798	-	ENSG00000113712	CSNK1A1	protein_coding	149492197	149551397	434	1411	978	433	4656	6067
ENST00000376033	+	ENSG00000204469	PRRC2A	protein_coding	31620725	31637771	235	6708	6474	234	185	6893
ENST00000246554	+	ENSG00000126267	COX6B1	protein_coding	35648223	35658861	193	453	261	192	214	667
ENST00000157812	+	ENSG00000013275	PSMC4	protein_coding	39971005	39981441	199	1455	1257	198	136	1591
ENST00000409587	+	ENSG00000105223	PLD3	protein_coding	40348685	40378483	398	1870	1473	397	310	2180
ENST00000599117	+	ENSG00000196235	SUPT5H	protein_coding	39441643	39476670	368	3631	3264	367	271	3902
ENST00000336761	+	ENSG00000071626	DAZAP1	protein_coding	1407569	1435684	206	1342	1137	205	948	2290
ENST00000321341	+	ENSG00000082212	ME2	protein_coding	50878734	50954257	588	2342	1755	587	7073	9415
ENST00000399959	+	ENSG00000215301	DDX3X	protein_coding	41333398	41350274	856	2844	1989	855	2555	5399
ENST00000396821	-	ENSG00000100201	DDX17	protein_coding	38483440	38506337	101	2296	2196	100	2495	4791
ENST00000373812	+	ENSG00000198492	YTHDF2	protein_coding	28736759	28769775	363	2102	1740	362	823	2925
ENST00000346128	-	ENSG00000104067	TJP1	protein_coding	29699367	29822503	476	5722	5247	475	2228	7950
ENST00000392502	-	ENSG00000164548	TRA2A	protein_coding	23504784	23532041	912	1454	543	911	775	2229
ENST00000401695	-	ENSG00000164587	RPS14	protein_coding	150443190	150449747	48	503	456	47	1096	1599
ENST00000254719	+	ENSG00000132383	RPA1	protein_coding	1829984	1899554	111	1961	1851	110	2379	4340
ENST00000400181	+	ENSG00000004487	KDM1A	protein_coding	23019493	23083688	105	2735	2631	104	324	3059
ENST00000430246	-	ENSG00000092199	HNRNPC	protein_coding	21210556	21265516	2953	3834	882	2952	667	4501
ENST00000499810	-	ENSG00000120705	ETF1	protein_coding	138506095	138543229	450	1664	1215	449	2210	3874
ENST00000284727	-	ENSG00000154518	ATP5G3	protein_coding	175176258	175184607	3026	3454	429	3025	2030	5484
ENST00000344836	-	ENSG00000187555	USP7	protein_coding	8892094	8963484	200	3508	3309	199	1904	5412
ENST00000369367	-	ENSG00000139218	SCAF11	protein_coding	45919131	45990565	235	4626	4392	234	2917	7543
ENST00000281141	+	ENSG00000151465	CDC123	protein_coding	12195966	12250588	281	1291	1011	280	251	1542
ENST00000215829	+	ENSG00000100028	SNRPD3	protein_coding	24555503	24572772	588	968	381	587	795	1763
ENST00000366609	-	ENSG00000168264	IRF2BP2	protein_coding	234604269	234609525	32	1795	1764	31	2868	4663
ENST00000369851	+	ENSG00000065135	GNAI3	protein_coding	109548611	109618321	111	1175	1065	110	25999	27174
ENST00000235090	-	ENSG00000116455	WDR77	protein_coding	111439890	111449376	208	1236	1029	207	1340	2576
ENST00000614616	-	ENSG00000153922	CHD1	protein_coding	98853985	98928957	568	5700	5133	567	2395	8095
ENST00000374647	-	ENSG00000070061	IKBKAP	protein_coding	108867517	108934116	309	4307	3999	308	1598	5905
ENST00000407627	-	ENSG00000066044	ELAVL1	protein_coding	7958579	8005608	131	1111	981	130	4904	6015
ENST00000371160	+	ENSG00000101972	STAG2	protein_coding	123961314	124102656	291	3986	3696	290	2059	6045
ENST00000491614	-	ENSG00000165609	NUDT5	protein_coding	12165325	12196124	397	1056	660	396	2377	3433
ENST00000303538	-	ENSG00000121892	PDS5A	protein_coding	39822863	39977956	541	4554	4014	540	2622	7176
ENST00000358389	+	ENSG00000088038	CNOT3	protein_coding	54141396	54155680	1584	3845	2262	1583	273	4118
ENST00000300738	+	ENSG00000167325	RRM1	protein_coding	4094809	4138876	205	2583	2379	204	493	3076
ENST00000287598	+	ENSG00000156970	BUB1B	protein_coding	40161026	40221136	196	3348	3153	195	377	3725
ENST00000393695	-	ENSG00000137497	NUMA1	protein_coding	72002864	72080687	333	6680	6348	332	663	7343
ENST00000549117	-	ENSG00000135404	CD63	protein_coding	55725482	55729707	438	1154	717	437	79	1233
ENST00000301067	-	ENSG00000167548	KMT2D	protein_coding	49018975	49055324	1	16614	16614	0	2805	19419
ENST00000279387	+	ENSG00000149923	PPP4C	protein_coding	30075990	30085377	169	1092	924	168	315	1407
ENST00000375650	+	ENSG00000204388	HSPA1B	protein_coding	31827735	31830255	217	2142	1926	216	379	2521
ENST00000243253	+	ENSG00000058262	SEC61A1	protein_coding	128052369	128071682	185	1615	1431	184	2020	3635
ENST00000240922	-	ENSG00000121579	NAA50	protein_coding	113716460	113746274	326	835	510	325	5300	6135
ENST00000377298	-	ENSG00000171603	CLSTN1	protein_coding	9729026	9824526	794	3739	2946	793	1482	5221
ENST00000339950	+	ENSG00000162607	USP1	protein_coding	62436655	62451804	816	3173	2358	815	823	3996
ENST00000393800	+	ENSG00000110075	PPP6R3	protein_coding	68460731	68615334	255	2876	2622	254	2217	5093
ENST00000374825	+	ENSG00000204256	BRD2	protein_coding	32968660	32981505	1702	4107	2406	1701	787	4894
ENST00000544216	+	ENSG00000257103	LSM14A	protein_coding	34172566	34229515	78	1469	1392	77	2127	3596
ENST00000375663	-	ENSG00000204394	VARS	protein_coding	31777518	31795953	442	4236	3795	441	76	4312
ENST00000393561	-	ENSG00000091136	LAMB1	protein_coding	107923803	108002027	186	5618	5433	185	148	5766
ENST00000394566	-	ENSG00000172716	SLFN11	protein_coding	35350305	35373620	274	2979	2706	273	2051	5030
ENST00000373019	-	ENSG00000183431	SF3A3	protein_coding	37956975	37990921	957	2462	1506	956	1211	3673
ENST00000393841	+	ENSG00000112759	SLC29A1	protein_coding	44223626	44234151	492	1862	1371	491	623	2485
ENST00000434724	-	ENSG00000103342	GSPT1	protein_coding	11868128	11915920	201	2114	1914	200	4991	7105
ENST00000616122	-	ENSG00000135316	SYNCRIP	protein_coding	85607785	85642922	273	1667	1395	272	5097	6764
ENST00000242776	-	ENSG00000123136	DDX39A	protein_coding	14408851	14419367	103	1386	1284	102	85	1471
ENST00000263253	+	ENSG00000100393	EP300	protein_coding	41091786	41180079	1220	8464	7245	1219	1123	9587
ENST00000397492	+	ENSG00000128245	YWHAH	protein_coding	31944522	31957603	213	431	219	212	1448	1879
ENST00000271688	-	ENSG00000143418	CERS2	protein_coding	150965173	150975003	427	1569	1143	426	975	2544
ENST00000356657	+	ENSG00000160752	FDPS	protein_coding	155308916	155320665	163	1422	1260	162	56	1478
ENST00000264893	+	ENSG00000138758	11-Sep	protein_coding	76949703	77038614	202	1491	1290	201	4102	5593
ENST00000263238	+	ENSG00000115091	ACTR3	protein_coding	113889960	113962596	321	1577	1257	320	5141	6718
ENST00000220003	+	ENSG00000103653	CSK	protein_coding	74782057	74803198	730	2082	1353	729	685	2767
ENST00000368300	+	ENSG00000160789	LMNA	protein_coding	156114707	156140089	213	2207	1995	212	983	3190
ENST00000216554	+	ENSG00000100664	EIF5	protein_coding	103334002	103345025	677	1972	1296	676	3973	5945
ENST00000264414	-	ENSG00000036257	CUL3	protein_coding	224470150	224585348	340	2646	2307	339	4095	6741
ENST00000320876	+	ENSG00000101596	SMCHD1	protein_coding	2655738	2805017	339	6356	6018	338	2465	8821
ENST00000358015	+	ENSG00000119318	RAD23B	protein_coding	107283279	107332194	352	1581	1230	351	2538	4119
ENST00000256383	+	ENSG00000134001	EIF2S1	protein_coding	67359997	67386516	462	1409	948	461	3076	4485
ENST00000395443	-	ENSG00000198218	QRICH1	protein_coding	49029707	49094363	474	2804	2331	473	745	3549
ENST00000621781	-	ENSG00000126067	PSMB2	protein_coding	35599544	35631537	240	494	255	239	3723	4217
ENST00000394795	+	ENSG00000120727	PAIP2	protein_coding	139342442	139369720	992	1375	384	991	922	2297
ENST00000267884	-	ENSG00000140319	SRP14	protein_coding	40035739	40039188	73	483	411	72	594	1077
ENST00000328090	+	ENSG00000108021	FAM208B	protein_coding	5684838	5763740	626	7918	7293	625	708	8626
ENST00000368654	-	ENSG00000148773	MKI67	protein_coding	128096659	128126385	377	10147	9771	376	2531	12678
ENST00000336273	+	ENSG00000147649	MTDH	protein_coding	97644179	97728770	329	2077	1749	328	4100	6177
ENST00000357388	+	ENSG00000113810	SMC4	protein_coding	160399304	160434962	452	4318	3867	451	1153	5471
ENST00000431635	-	ENSG00000117395	EBNA1BP2	protein_coding	43164175	43172570	150	1235	1086	149	268	1503
ENST00000340828	+	ENSG00000113328	CCNG1	protein_coding	163437581	163445016	225	1112	888	224	1346	2458
ENST00000342669	-	ENSG00000125743	SNRPD2	protein_coding	45687454	45692333	446	802	357	445	99	901
ENST00000381844	-	ENSG00000134308	YWHAQ	protein_coding	9583972	9630616	165	902	738	164	1314	2216
ENST00000298767	-	ENSG00000062650	WAPL	protein_coding	86435256	86521815	474	4046	3573	473	2287	6333
ENST00000380155	+	ENSG00000169895	SYAP1	protein_coding	16719632	16765336	94	1152	1059	93	4977	6129
ENST00000523094	-	ENSG00000113282	CLINT1	protein_coding	157785743	157859145	207	2084	1878	206	1903	3987
ENST00000350030	+	ENSG00000132780	NASP	protein_coding	45584060	45618894	88	2454	2367	87	753	3207
ENST00000321442	+	ENSG00000164466	SFXN1	protein_coding	175478395	175529742	255	1223	969	254	3008	4231
ENST00000369905	-	ENSG00000138107	ACTR1A	protein_coding	102479229	102502711	65	1195	1131	64	1634	2829
ENST00000354618	+	ENSG00000054118	THRAP3	protein_coding	36224416	36305357	225	3092	2868	224	1340	4432
ENST00000380874	+	ENSG00000054598	FOXC1	protein_coding	1609972	1613897	475	2136	1662	474	1790	3926
ENST00000422006	+	ENSG00000138385	SSB	protein_coding	169791933	169807071	1910	2466	557	1909	-3	2463
ENST00000519065	-	ENSG00000196591	HDAC2	protein_coding	113933028	113971285	378	1844	1467	377	8030	9874
ENST00000325324	+	ENSG00000086200	IPO11	protein_coding	62412767	62628577	170	3097	2928	169	1259	4356
ENST00000371224	-	ENSG00000059573	ALDH18A1	protein_coding	95605929	95656706	139	2526	2388	138	833	3359
ENST00000261772	-	ENSG00000090861	AARS	protein_coding	70252295	70289543	145	3051	2907	144	426	3477
ENST00000420959	-	ENSG00000110880	CORO1C	protein_coding	108645115	108702998	50	1633	1584	49	2288	3921
ENST00000534797	-	ENSG00000023191	RNH1	protein_coding	494512	503570	1409	2794	1386	1408	179	2973
ENST00000398637	-	ENSG00000111371	SLC38A1	protein_coding	46183063	46269012	696	2159	1464	695	5907	8066
ENST00000264904	+	ENSG00000138768	USO1	protein_coding	75724598	75814286	223	3144	2922	222	991	4135
ENST00000545947	+	ENSG00000173402	DAG1	protein_coding	49470132	49535618	723	3410	2688	722	2419	5829
ENST00000619387	+	ENSG00000275700	AATF	protein_coding	36948875	37056871	252	1934	1683	251	207	2141
ENST00000526495	-	ENSG00000100697	DICER1	protein_coding	95086228	95158010	293	6061	5769	292	4270	10331
ENST00000549578	-	ENSG00000111237	VPS29	protein_coding	110491097	110502117	67	615	549	66	908	1523
ENST00000618229	-	ENSG00000148248	SURF4	protein_coding	133361450	133376166	477	1157	681	476	2043	3200
ENST00000369162	-	ENSG00000112249	ASCC3	protein_coding	100508194	100881364	346	6954	6609	345	1192	8146
ENST00000451493	-	ENSG00000133104	SPG20	protein_coding	36301640	36346797	219	2219	2001	218	2725	4944
ENST00000193403	-	ENSG00000072110	ACTN1	protein_coding	68874143	68979440	385	3063	2679	384	716	3779
ENST00000227524	-	ENSG00000110107	PRPF19	protein_coding	60890730	60906588	207	1721	1515	206	436	2157
ENST00000324856	+	ENSG00000117713	ARID1A	protein_coding	26696033	26782104	372	7229	6858	371	1348	8577
ENST00000343470	-	ENSG00000145220	LYAR	protein_coding	4267701	4290169	242	1381	1140	241	188	1569
ENST00000217971	+	ENSG00000101856	PGRMC1	protein_coding	119236253	119244466	112	699	588	111	1212	1911
ENST00000284984	-	ENSG00000154734	ADAMTS1	protein_coding	26835747	26845409	456	3359	2904	455	1832	5191
ENST00000375964	-	ENSG00000204463	BAG6	protein_coding	31639029	31652700	315	3713	3399	314	102	3815
ENST00000339362	+	ENSG00000067141	NEO1	protein_coding	73051710	73305205	448	4833	4386	447	2509	7342
ENST00000340800	-	ENSG00000068366	ACSL4	protein_coding	109641337	109733392	506	2641	2136	505	2692	5333
ENST00000256689	-	ENSG00000134294	SLC38A2	protein_coding	46358189	46372867	446	1966	1521	445	2922	4888
