transcript	counts
ENST00000375527	8
ENST00000447110	0
ENST00000377733	11
ENST00000348831	0
ENST00000360256	0
ENST00000406902	3
ENST00000331495	1
ENST00000262215	6
ENST00000265007	0
ENST00000344051	1
ENST00000361756	14
ENST00000453326	0
ENST00000498729	16
ENST00000317449	0
ENST00000219919	0
ENST00000262290	0
ENST00000308982	16
ENST00000360031	3
ENST00000341750	0
ENST00000405109	0
ENST00000539943	0
ENST00000219406	0
ENST00000428149	1
ENST00000371920	0
ENST00000583866	0
ENST00000287844	87
ENST00000298310	12
ENST00000331366	12
ENST00000303795	0
ENST00000350881	0
ENST00000377669	4
ENST00000456793	115
ENST00000382483	0
ENST00000528954	0
ENST00000401959	258
ENST00000371933	2
ENST00000403716	39
ENST00000550418	0
ENST00000265107	13
ENST00000374051	0
ENST00000258301	17
ENST00000584031	4
ENST00000255226	0
ENST00000245185	59
ENST00000352451	0
ENST00000401095	0
ENST00000397537	0
ENST00000538183	112
ENST00000265840	1
ENST00000539798	0
ENST00000417171	0
ENST00000296733	1
ENST00000327247	9
ENST00000537690	0
ENST00000621946	0
ENST00000268719	3
ENST00000359237	4
ENST00000372172	4
ENST00000373477	105
ENST00000428216	11
ENST00000388820	0
ENST00000265069	51
ENST00000217289	1
ENST00000325630	0
ENST00000453495	1
ENST00000508789	18
ENST00000216200	0
ENST00000302475	1
ENST00000314852	99
ENST00000358005	10
ENST00000366935	13
ENST00000426950	0
ENST00000486180	0
ENST00000268661	0
ENST00000399017	1
ENST00000374011	2
ENST00000280358	0
ENST00000556742	15
ENST00000375654	0
ENST00000541819	0
ENST00000318631	5
ENST00000357654	5
ENST00000638101	12
ENST00000335621	0
ENST00000356454	3
ENST00000263372	0
ENST00000306984	45
ENST00000329357	0
ENST00000375371	0
ENST00000377154	0
ENST00000301522	461
ENST00000367755	0
ENST00000506738	0
ENST00000261789	17
ENST00000354886	1
ENST00000369908	16
ENST00000329798	0
ENST00000254630	28
ENST00000368097	191
ENST00000430334	1
ENST00000309311	739
ENST00000426972	60
ENST00000223208	11
ENST00000582809	0
ENST00000618881	0
ENST00000398761	36
ENST00000640991	0
ENST00000216373	2
ENST00000225916	6
ENST00000470056	15
ENST00000391854	10
ENST00000339948	0
ENST00000400809	18
ENST00000373019	55
ENST00000358763	0
ENST00000548065	24
ENST00000370602	0
ENST00000377950	0
ENST00000411528	0
ENST00000220507	6
ENST00000252542	33
ENST00000216124	3
ENST00000611388	0
ENST00000260988	0
ENST00000359546	0
ENST00000371419	66
ENST00000260227	0
ENST00000409886	0
ENST00000605791	0
ENST00000341495	0
ENST00000395812	21
ENST00000601313	4
ENST00000369813	0
ENST00000621189	10
ENST00000389887	2
ENST00000334534	10
ENST00000310396	0
ENST00000251607	16
ENST00000258229	0
ENST00000336564	38
ENST00000379562	12
ENST00000399537	5
ENST00000505139	3
ENST00000337910	1
ENST00000265970	10
ENST00000298292	2
ENST00000339374	24
ENST00000215531	0
ENST00000561882	0
ENST00000398484	2
ENST00000381657	12
ENST00000612753	3
ENST00000543010	0
ENST00000373337	12
ENST00000334889	0
ENST00000295266	0
ENST00000421176	4
ENST00000334047	2
ENST00000444681	0
ENST00000375592	12
ENST00000510175	0
ENST00000393750	0
ENST00000297205	5
ENST00000523111	147
ENST00000214869	29
ENST00000636099	0
ENST00000264187	25
ENST00000262795	0
ENST00000332690	0
ENST00000300900	0
ENST00000312175	165
ENST00000263904	4
ENST00000354287	0
ENST00000471867	221
ENST00000581619	0
ENST00000612278	0
ENST00000181383	0
ENST00000358780	3
ENST00000302251	0
ENST00000409085	3
ENST00000348513	51
ENST00000367975	137
ENST00000337331	0
ENST00000310397	0
ENST00000216297	53
ENST00000303577	168
ENST00000342245	1
ENST00000357702	2
ENST00000367969	0
ENST00000370748	1
ENST00000373381	0
ENST00000526538	0
ENST00000598581	0
ENST00000288087	22
ENST00000309668	0
ENST00000639673	0
ENST00000574882	1
ENST00000551568	1
ENST00000366794	163
ENST00000261712	130
ENST00000272452	0
ENST00000371648	299
ENST00000372851	5
ENST00000312292	0
ENST00000381558	0
ENST00000396033	58
ENST00000452305	0
ENST00000613397	1
ENST00000368125	0
ENST00000371263	0
ENST00000396077	1
ENST00000397940	0
ENST00000399982	4
ENST00000506868	0
ENST00000379205	14
ENST00000379834	25
ENST00000327720	0
ENST00000421177	1
ENST00000216489	2
ENST00000424834	0
ENST00000532917	0
ENST00000215530	0
ENST00000436072	0
ENST00000307650	12
ENST00000159087	1
ENST00000610404	0
ENST00000382554	1
ENST00000376747	10
ENST00000222120	4
ENST00000241052	15
ENST00000268912	0
ENST00000287721	0
ENST00000382492	0
ENST00000393132	10
ENST00000436063	48
ENST00000366952	0
ENST00000450049	0
ENST00000424383	0
ENST00000556278	12
ENST00000358794	33
ENST00000377893	1
ENST00000451013	0
ENST00000344302	2
ENST00000297625	1
ENST00000293777	40
ENST00000400237	0
ENST00000558583	0
ENST00000161863	21
ENST00000297596	2
ENST00000305454	0
ENST00000368409	2
ENST00000369501	0
ENST00000319788	39
ENST00000263278	0
ENST00000370272	20
ENST00000283195	4
ENST00000373316	314
ENST00000222598	5
ENST00000290130	72
ENST00000368141	0
ENST00000396389	615
ENST00000253458	13
ENST00000481551	4
ENST00000449283	0
ENST00000398576	29
ENST00000262710	5
ENST00000312438	0
ENST00000398470	0
ENST00000338034	30
ENST00000629999	33
ENST00000243786	0
ENST00000373991	31
ENST00000379052	0
ENST00000402198	13
ENST00000325222	18
ENST00000329328	0
ENST00000330537	7
ENST00000265085	0
ENST00000240055	13
ENST00000615989	0
ENST00000378681	0
ENST00000451157	18
ENST00000322028	545
ENST00000393483	3
ENST00000368679	0
ENST00000304478	32
ENST00000359747	0
ENST00000274382	0
ENST00000357066	3
ENST00000395809	0
ENST00000615384	0
ENST00000392138	3
ENST00000316355	4
ENST00000310638	0
ENST00000302334	0
ENST00000260443	109
ENST00000398437	0
ENST00000361384	0
ENST00000272928	0
ENST00000374005	0
ENST00000543490	0
ENST00000313552	19
ENST00000613058	10
ENST00000446620	0
ENST00000253697	0
ENST00000318682	0
ENST00000374183	1
ENST00000547302	193
ENST00000264167	26
ENST00000366974	28
ENST00000372025	38
ENST00000279146	32
ENST00000264560	5
ENST00000398392	14
ENST00000622495	9
ENST00000324170	43
ENST00000396056	0
ENST00000317643	0
ENST00000221419	127
ENST00000591247	2
ENST00000251645	0
ENST00000306494	0
ENST00000167588	0
ENST00000254579	0
ENST00000303130	0
ENST00000433436	99
ENST00000532498	0
ENST00000374810	1
ENST00000263266	0
ENST00000235090	39
ENST00000255499	4
ENST00000620307	0
ENST00000306024	104
ENST00000327928	0
ENST00000283141	3
ENST00000284165	21
ENST00000380069	0
ENST00000395601	4
ENST00000324464	7
ENST00000351989	2
ENST00000355653	34
ENST00000329399	98
ENST00000297203	0
ENST00000292301	0
ENST00000373652	0
ENST00000327554	0
ENST00000416284	0
ENST00000421369	1
ENST00000610540	0
ENST00000299308	0
ENST00000295201	0
ENST00000366647	10
ENST00000514682	0
ENST00000398868	0
ENST00000521420	15
ENST00000257863	0
ENST00000528052	0
ENST00000612565	0
ENST00000329402	0
ENST00000260526	1
ENST00000275560	0
ENST00000306072	0
ENST00000222674	0
ENST00000319551	7
ENST00000568114	2
ENST00000301190	0
ENST00000332503	4
ENST00000262384	4
ENST00000610660	0
ENST00000394266	22
ENST00000464506	18
ENST00000313213	0
ENST00000275162	0
ENST00000405002	1
ENST00000361539	0
ENST00000550165	29
ENST00000250863	0
ENST00000603302	64
ENST00000370206	60
ENST00000257287	4
ENST00000619168	5
ENST00000627515	7
ENST00000509894	35
ENST00000367591	31
ENST00000368346	6
ENST00000372398	41
ENST00000343216	0
ENST00000283646	7
ENST00000367463	1
ENST00000301327	10
ENST00000278618	60
ENST00000538261	0
ENST00000377191	50
ENST00000329319	63
ENST00000016946	0
ENST00000564130	0
ENST00000616416	0
ENST00000372977	31
ENST00000272520	0
ENST00000296096	0
ENST00000581521	0
ENST00000623617	0
ENST00000400259	0
ENST00000358585	0
ENST00000253812	0
ENST00000217407	0
ENST00000366814	0
ENST00000369839	9
ENST00000355716	0
ENST00000377924	0
ENST00000420353	15
ENST00000290219	14
ENST00000372285	0
ENST00000393504	0
ENST00000396925	0
ENST00000541412	97
ENST00000335681	3
ENST00000593459	26
ENST00000620365	0
ENST00000395270	9
ENST00000368305	64
ENST00000373600	16
ENST00000374024	0
ENST00000361727	0
ENST00000318312	7
ENST00000377223	18
ENST00000269397	22
ENST00000376980	14
ENST00000366475	0
ENST00000257861	0
ENST00000305869	0
ENST00000323816	0
ENST00000336577	0
ENST00000396751	4
ENST00000357033	0
ENST00000261383	0
ENST00000369689	1
ENST00000397121	0
ENST00000381192	15
ENST00000011619	0
ENST00000319653	1
ENST00000287474	11
ENST00000287380	14
ENST00000374206	0
ENST00000222219	19
ENST00000542554	3
ENST00000263726	1
ENST00000311585	0
ENST00000263800	0
ENST00000327790	0
ENST00000425202	0
ENST00000305768	13
ENST00000317749	0
ENST00000244293	0
ENST00000339594	28
ENST00000618853	0
ENST00000366769	0
ENST00000264645	20
ENST00000355689	4
ENST00000537309	0
ENST00000373710	0
ENST00000589222	6
ENST00000319017	8
ENST00000338343	3
ENST00000274507	0
ENST00000378832	0
ENST00000229395	3
ENST00000624031	0
ENST00000567927	0
ENST00000399921	15
ENST00000361523	7
ENST00000256062	6
ENST00000371328	0
ENST00000374294	1
ENST00000421673	0
ENST00000265634	1
ENST00000368059	0
ENST00000455756	0
ENST00000273550	0
ENST00000216714	75
ENST00000220003	15
ENST00000314332	1486
ENST00000269878	0
ENST00000287727	0
ENST00000392876	7
ENST00000619757	0
ENST00000253754	0
ENST00000259008	8
ENST00000367660	144
ENST00000553458	7
ENST00000588831	0
ENST00000276173	0
ENST00000616122	57
ENST00000288723	10
ENST00000190165	0
ENST00000391858	15
ENST00000302514	0
ENST00000264080	13
ENST00000503143	0
ENST00000381568	0
ENST00000392067	0
ENST00000368984	2
ENST00000529806	25
ENST00000311128	10
ENST00000615433	0
ENST00000305798	0
ENST00000309558	2
ENST00000431002	1
ENST00000318037	4
ENST00000416904	6
ENST00000397033	4
ENST00000333628	13
ENST00000220420	0
ENST00000286364	3
ENST00000357039	4
ENST00000309166	0
ENST00000339355	0
ENST00000415430	0
ENST00000478300	0
ENST00000416383	0
ENST00000537841	12
ENST00000611551	3
ENST00000339399	93
ENST00000416899	0
ENST00000311956	16
ENST00000527879	0
ENST00000504123	2
ENST00000368457	14
ENST00000443617	7
ENST00000301788	97
ENST00000306910	4
ENST00000378364	289
ENST00000596498	0
ENST00000520727	2
ENST00000305738	0
ENST00000377873	1
ENST00000526929	0
ENST00000372504	6
ENST00000263277	0
ENST00000264499	21
ENST00000346234	7
ENST00000249377	0
ENST00000397732	2
ENST00000261749	26
ENST00000461554	1
ENST00000199706	185
ENST00000370345	1
ENST00000391338	0
ENST00000444303	1
ENST00000449996	0
ENST00000454783	0
ENST00000555835	1
ENST00000342228	3
ENST00000382518	138
ENST00000240189	0
ENST00000265260	98
ENST00000307471	3
ENST00000370033	8
ENST00000377136	0
ENST00000296130	0
ENST00000394588	5
ENST00000530311	0
ENST00000544824	0
ENST00000378858	0
ENST00000626395	4
ENST00000312233	0
ENST00000375535	2
ENST00000539839	0
ENST00000265333	74
ENST00000275198	0
ENST00000357635	6
ENST00000373833	92
ENST00000233190	33
ENST00000298854	0
ENST00000382707	0
ENST00000374213	1
ENST00000522161	0
ENST00000251166	18
ENST00000262879	2
ENST00000314567	5
ENST00000342922	3
ENST00000247182	34
ENST00000398823	16
ENST00000398246	7
ENST00000571025	5
ENST00000327300	158
ENST00000481065	0
ENST00000372731	16
ENST00000343823	9
ENST00000457714	0
ENST00000289753	0
ENST00000416283	2
ENST00000318357	0
ENST00000537373	3
ENST00000406818	5
ENST00000503640	0
ENST00000320285	11
ENST00000409202	0
ENST00000434248	7
ENST00000216392	43
ENST00000558152	0
ENST00000589881	24
ENST00000476287	10
ENST00000336576	3
ENST00000369816	23
ENST00000293695	0
ENST00000254759	34
ENST00000399002	0
ENST00000379119	18
ENST00000614055	0
ENST00000619810	0
ENST00000392557	12
ENST00000338682	0
ENST00000357596	3
ENST00000535842	0
ENST00000305949	3
ENST00000395473	0
ENST00000368847	0
ENST00000427980	0
ENST00000378186	0
ENST00000310926	0
ENST00000311403	3
ENST00000258104	0
ENST00000366565	0
ENST00000324225	9
ENST00000299824	0
ENST00000357348	57
ENST00000450849	0
ENST00000328703	39
ENST00000598398	0
ENST00000252250	0
ENST00000361377	77
ENST00000254958	3
ENST00000284486	0
ENST00000334025	0
ENST00000369085	29
ENST00000193322	28
ENST00000242140	0
ENST00000369923	130
ENST00000456315	3
ENST00000576479	10
ENST00000394275	27
ENST00000302957	0
ENST00000614616	3
ENST00000258042	0
ENST00000301295	0
ENST00000637569	2
ENST00000438926	0
ENST00000371756	11
ENST00000421593	0
ENST00000261867	3
ENST00000441560	2
ENST00000611444	0
ENST00000238616	9
ENST00000262866	0
ENST00000296600	0
ENST00000367021	0
ENST00000369162	9
ENST00000330560	23
ENST00000273920	35
ENST00000354449	5
ENST00000374343	9
ENST00000435145	0
ENST00000295131	0
ENST00000218340	12
ENST00000356628	9
ENST00000329474	5
ENST00000534989	19
ENST00000423007	9
ENST00000320743	3
ENST00000340446	0
ENST00000359875	10
ENST00000361367	22
ENST00000446533	0
ENST00000218104	0
ENST00000300853	24
ENST00000228438	0
ENST00000359878	0
ENST00000389413	0
ENST00000614486	191
ENST00000259392	2
ENST00000442396	4
ENST00000373766	11
ENST00000215754	2043
ENST00000273158	9
ENST00000354506	3
ENST00000278060	0
ENST00000308521	1
ENST00000372389	52
ENST00000308197	6
ENST00000209728	22
ENST00000292782	15
ENST00000378026	45
ENST00000358227	57
ENST00000312184	50
ENST00000537262	24
ENST00000330263	159
ENST00000424301	0
ENST00000618099	7
ENST00000618562	0
ENST00000382020	74
ENST00000580018	67
ENST00000561028	1
ENST00000638137	0
ENST00000268389	0
ENST00000262093	24
ENST00000541515	112
ENST00000569430	11
ENST00000396147	0
ENST00000392027	0
ENST00000398136	64
ENST00000382349	0
ENST00000377413	0
ENST00000317697	6
ENST00000400004	0
ENST00000398733	59
ENST00000367963	9
ENST00000305943	101
ENST00000374114	28
ENST00000314970	6
ENST00000263347	22
ENST00000320876	10
ENST00000449549	0
ENST00000368821	0
ENST00000333003	9
ENST00000393946	0
ENST00000269593	0
ENST00000355585	3
ENST00000435732	0
ENST00000533601	1
ENST00000617388	1
ENST00000245323	9
ENST00000578812	96
ENST00000244533	4
ENST00000295851	7
ENST00000321407	3
ENST00000383314	18
ENST00000303434	29
ENST00000445522	0
ENST00000315368	12
ENST00000375454	0
ENST00000442102	5
ENST00000379597	0
ENST00000426508	1
ENST00000611880	2
ENST00000295958	5
ENST00000607124	2859
ENST00000639810	0
ENST00000409558	0
ENST00000311638	6
ENST00000433477	0
ENST00000378404	0
ENST00000374155	0
ENST00000245457	2
ENST00000344575	2
ENST00000476257	0
ENST00000590071	1
ENST00000508812	1
ENST00000267205	1
ENST00000204961	3
ENST00000335080	2
ENST00000382120	0
ENST00000307161	0
ENST00000594768	0
ENST00000451435	0
ENST00000563027	0
ENST00000380659	0
ENST00000609117	0
ENST00000321037	11
ENST00000254730	9
ENST00000289104	0
ENST00000331457	64
ENST00000205214	0
ENST00000256319	21
ENST00000272638	19
ENST00000232496	12
ENST00000634670	0
ENST00000541421	0
ENST00000296238	3
ENST00000292432	0
ENST00000439308	1
ENST00000399481	6
ENST00000507489	6
ENST00000622422	0
ENST00000310914	0
ENST00000390690	0
ENST00000500337	5
ENST00000223029	51
ENST00000542664	0
ENST00000203629	0
ENST00000372027	0
ENST00000370196	10
ENST00000407242	0
ENST00000264249	2
ENST00000603798	7
ENST00000400588	0
ENST00000232888	17
ENST00000371626	83
ENST00000535149	99
ENST00000370521	14
ENST00000551806	174
ENST00000361671	11
ENST00000573521	0
ENST00000037502	0
ENST00000296350	1
ENST00000331437	1
ENST00000444264	0
ENST00000352241	0
ENST00000367145	3
ENST00000295006	43
ENST00000360141	0
ENST00000373666	0
ENST00000321322	0
ENST00000251047	109
ENST00000600932	79
ENST00000621503	0
ENST00000328024	74
ENST00000270590	0
ENST00000292779	0
ENST00000274242	1270
ENST00000302101	0
ENST00000373715	251
ENST00000398530	0
ENST00000342981	58
ENST00000377494	1
ENST00000399609	0
ENST00000504595	0
ENST00000588751	0
ENST00000620492	0
ENST00000340160	0
ENST00000324439	18
ENST00000337019	0
ENST00000544484	24
ENST00000274520	0
ENST00000262753	0
ENST00000337526	69
ENST00000244043	0
ENST00000310624	0
ENST00000293894	1
ENST00000242465	0
ENST00000287899	0
ENST00000295759	0
ENST00000253794	107
ENST00000318911	73
ENST00000360418	0
ENST00000530641	2
ENST00000633875	0
ENST00000261681	1
ENST00000005178	0
ENST00000221476	0
ENST00000558402	4
ENST00000304355	0
ENST00000452533	36
ENST00000206423	0
ENST00000217086	0
ENST00000239461	3
ENST00000247883	0
ENST00000327668	4
ENST00000377038	27
ENST00000340465	0
ENST00000379170	10
ENST00000514853	0
ENST00000546530	1
ENST00000400419	0
ENST00000268483	6
ENST00000615105	0
ENST00000319363	2
ENST00000399562	25
ENST00000493678	305
ENST00000248948	0
ENST00000308700	0
ENST00000297540	19
ENST00000356708	457
ENST00000367739	15
ENST00000376560	43
ENST00000273064	37
ENST00000585696	18
ENST00000394001	0
ENST00000370631	7
ENST00000261652	0
ENST00000268261	13
ENST00000370654	92
ENST00000343526	3
ENST00000255390	57
ENST00000398682	0
ENST00000190611	0
ENST00000359874	0
ENST00000395631	11
ENST00000373825	149
ENST00000297848	2
ENST00000381042	0
ENST00000427805	17
ENST00000380198	85
ENST00000397748	0
ENST00000376156	59
ENST00000270279	0
ENST00000330377	0
ENST00000613958	1
ENST00000305510	7
ENST00000351698	24
ENST00000373359	0
ENST00000330258	1
ENST00000383329	76
ENST00000533028	24
ENST00000291442	3
ENST00000314641	4
ENST00000325643	0
ENST00000618862	36
ENST00000256362	0
ENST00000426726	0
ENST00000455799	3
ENST00000329468	0
ENST00000371068	5
ENST00000342679	31
ENST00000306749	155
ENST00000323301	2
ENST00000328070	7
ENST00000504169	5
ENST00000367242	3
ENST00000283206	1
ENST00000321442	113
ENST00000380728	19
ENST00000340748	65
ENST00000375094	13
ENST00000618534	7
ENST00000421388	0
ENST00000252744	8
ENST00000639756	0
ENST00000262461	11
ENST00000323786	16
ENST00000328278	0
ENST00000378380	2
ENST00000259806	2
ENST00000357618	1
ENST00000482352	270
ENST00000332043	0
ENST00000343010	1
ENST00000366787	0
ENST00000302040	0
ENST00000356887	0
ENST00000289921	8
ENST00000370641	156
ENST00000220853	32
ENST00000379959	0
ENST00000408895	0
ENST00000217740	1
ENST00000239450	0
ENST00000243673	0
ENST00000264741	0
ENST00000298492	26
ENST00000366688	0
ENST00000377801	0
ENST00000622513	11
ENST00000258796	14
ENST00000358241	0
ENST00000563630	18
ENST00000624552	0
ENST00000249066	6
ENST00000230173	0
ENST00000239666	39
ENST00000302581	0
ENST00000545712	48
ENST00000276585	70
ENST00000340811	6
ENST00000334346	0
ENST00000533115	46
ENST00000372343	4
ENST00000361605	53
ENST00000440961	0
ENST00000547378	3
ENST00000368144	0
ENST00000439576	0
ENST00000614944	0
ENST00000559089	0
ENST00000412368	2
ENST00000303202	0
ENST00000325656	0
ENST00000454498	0
ENST00000533050	10
ENST00000376327	114
ENST00000306177	3
ENST00000295213	0
ENST00000371122	16
ENST00000357666	2
ENST00000340750	0
ENST00000454677	0
ENST00000510882	0
ENST00000500968	0
ENST00000371431	0
ENST00000302641	1
ENST00000360311	0
ENST00000408899	0
ENST00000437826	27
ENST00000388768	3
ENST00000368932	14
ENST00000604952	0
ENST00000295987	0
ENST00000216274	0
ENST00000309863	6
ENST00000296877	1
ENST00000617146	0
ENST00000343939	0
ENST00000525071	15
ENST00000320033	2
ENST00000619929	3
ENST00000256015	18
ENST00000397512	6
ENST00000259362	0
ENST00000530162	0
ENST00000227349	0
ENST00000354371	22
ENST00000216027	21
ENST00000306085	2
ENST00000360700	79
ENST00000296812	3
ENST00000327681	9
ENST00000360772	0
ENST00000372336	2
ENST00000606911	4
ENST00000312994	5
ENST00000260762	20
ENST00000392741	1
